PWSID,Water System Name,Groundwater,Surface Water,Purchased,Total,Count of Source Types,Presence of Interties,Number of Interties,Risk Score,Percent Rank (rank of a score as a percentage),Percent In Basin,
CA5200531,RIVER POINTE LANDING MHP,1,0,0,1,1,N,None,67.93,83.90%,0.00%,
CA1400099,MOUNTAIN VIEW TRAILER COURT,1,0,0,1,1,N,None,65.48,78.50%,0.00%,
CA3301040,RIVERDALE ESTATES,1,0,0,1,1,N,None,70.74,89.10%,0.00%,
CA4500027,BIG SPRINGS MUTUAL WATER SYSTEM,1,0,0,1,1,N,None,69.99,87.80%,0.00%,
CA4900639,REDWOOD HEIGHTS MUTUAL WATER COMPANY,1,0,0,1,1,N,None,69.96,87.60%,0.00%,
CA1200590,MOONSTONE HEIGHTS MWA,1,0,0,1,1,N,None,66.68,80.70%,0.00%,
CA0400019,OROVILLE MOBILE HOME PARK,1,0,0,1,1,N,None,67.31,82.10%,0.00%,
CA0707597,SANDY POINT MOBILE HOME PARK,1,0,0,1,1,N,None,65.91,79.10%,0.00%,
CA1400020,ABERDEEN WATER SYSTEM,1,0,0,1,1,N,None,67.92,83.80%,0.00%,
CA2701034,APPLE AVE WS #02,1,0,0,1,1,N,None,71.37,89.80%,0.00%,
CA5200521,ANTELOPE CREEK MHP,1,0,0,1,1,N,None,65.68,78.70%,0.00%,
CA0202522,SIERRA PINES MOBILE HOME PARK,1,0,0,1,1,N,None,64.10,75.90%,0.00%,
CA4600056,"SIERRA CITY WATER WORKS, INC.",1,0,0,1,1,N,None,66.52,80.40%,0.00%,
CA1800516,LITTLE VALLEY CSD,1,0,0,1,1,N,None,65.41,78.30%,0.00%,
CA2700662,MURPHY HILL WS #01,0,0,1,1,1,Y,1,43.33,21.40%,100.00%,
CA5602117,STRICKLAND ACRES,2,0,0,2,1,N,None,37.44,10.60%,100.00%,
CA1000078,FCWWD #42/ALLUVIAL & FANCHER,3,0,0,3,1,N,None,42.84,20.50%,100.00%,
CA2700656,MORO COJO MWA,3,0,0,3,1,N,None,44.62,23.90%,100.00%,
CA2702007,VIERRA ESTATES WS,2,0,0,2,1,N,None,43.21,21.20%,100.00%,
CA1900976,THE OAKS,4,0,0,4,1,N,None,74.04,94.10%,0.00%,
CA5601141,SOUTH MOUNTAIN MUTUAL WATER CO,2,0,0,2,1,N,None,56.12,54.30%,83.12%,
CA1500544,ENOS LANE PUBLIC UTILITY DISTRICT,2,0,0,2,1,N,None,47.67,30.10%,100.00%,
CA1503270,LAKE ISABELLA COMMUNITY SERVICES DIST,0,0,1,1,1,Y,1,48.19,31.90%,0.00%,
CA3103835,LAKEVIEW HILLS COMMUNITY ASSOC,0,0,1,1,1,Y,1,53.22,46.40%,0.00%,
CA1210008,GARBERVILLE SANITARY DISTRICT,1,1,0,2,2,N,None,33.92,7.00%,0.00%,
CA4900647,SERENO DEL MAR WATER COMPANY (PUC),10,1,0,11,2,N,None,36.68,9.50%,0.00%,
CA4810025,SID - PLEASANT HILLS RANCH,0,3,0,3,1,N,None,46.00,26.50%,0.00%,
CA2300730,WESTPORT COUNTY WATER DISTRICT,1,1,0,2,2,N,None,35.28,8.30%,0.00%,
CA4300741,MIREVAL IMPROVEMENT ASSOCIATION,0,0,1,1,1,Y,1,36.27,8.80%,0.00%,
CA1310700,NAF EL CENTRO,0,0,1,1,1,Y,1,36.55,9.30%,0.00%,
CA2600714,WHEELER CREST CSD,3,0,0,3,1,N,None,38.87,12.80%,0.00%,
CA4000650,MESA DUNES MOBILE HOME ESTATES,3,0,0,3,1,N,None,35.31,8.30%,0.00%,
CA3600027,"BAR ""H"" MWC",2,0,0,2,1,N,None,39.53,14.00%,0.00%,
CA3310040,FERN VALLEY WD,10,2,0,12,2,N,None,55.00,51.20%,0.00%,
CA3910010,SAN JOAQUIN COUNTY - LINCOLN VILLAGE,0,0,1,1,1,Y,1,47.88,30.60%,100.00%,
CA5010006,CITY OF WATERFORD,6,0,0,6,1,N,None,39.62,14.30%,100.00%,
CA1510004,"CASA LOMA WATER CO, INC.",2,0,1,3,2,Y,1,38.07,11.40%,100.00%,
CA4100555,PORTOLA IMPROVEMENT ASSOCIATION,1,0,0,1,1,N,None,60.47,67.20%,0.00%,
CA4200633,LINGATE MUTUAL WATER COMPANY,1,0,0,1,1,N,None,54.02,48.60%,0.00%,
CA2510001,CITY OF ALTURAS,4,0,0,4,1,N,None,40.41,15.90%,0.00%,
CA0510005,CCWD - WEST POINT,0,2,0,2,1,N,None,DWR Not Assessed,DWR Not Assessed,0.00%,
CA3810003,HHW&P MOCCASIN COMPOUND-SFPUC,0,0,1,1,1,Y,1,51.90,42.00%,0.00%,
CA3610045,LACSD - RIMFOREST,0,0,1,1,1,Y,1,46.19,26.90%,0.00%,
CA0202504,MARKLEEVILLE WATER CO.,2,1,0,3,2,N,None,69.56,86.80%,0.00%,
CA4400608,FOREST SPRINGS,0,0,1,1,1,Y,1,58.74,62.40%,0.00%,
CA3100029,TAHOE CITY PUD - TIMBERLAND,2,0,0,2,1,N,None,44.97,24.50%,0.00%,
CA3100011,AUBURN VALLEY COMMUNITY SERVICE DIS,5,0,0,5,1,N,None,49.30,34.70%,0.00%,
CA5101009,WILDWOOD EAST MUTUAL,2,0,0,2,1,N,None,59.90,65.50%,0.00%,
CA0400013,MERRY MOUNTAIN MUTUAL,4,0,0,4,1,N,None,59.43,64.10%,0.00%,
CA4900721,COLONIAL PARK,2,0,0,2,1,N,None,42.29,19.40%,0.00%,
CA3700905,PINE HILLS MUTUAL WATER COMPANY,5,0,0,5,1,N,None,52.32,43.40%,0.00%,
CA2700775,TIERRA VERDE MWC,2,0,0,2,1,N,None,60.09,66.10%,0.00%,
CA3600031,BIG PINE TRACT,2,0,0,2,1,N,None,65.34,78.20%,0.00%,
CA4400595,VILLA DEL MONTE MWC,0,1,1,2,2,Y,1,25.02,3.60%,0.00%,
CA3310047,CABAZON WATER DISTRICT,4,0,0,4,1,N,None,40.15,15.40%,0.00%,
CA4400571,DAVENPORT COUNTY SANITATION,0,2,0,2,1,N,None,50.41,38.10%,0.00%,
CA4901071,BOULEVARD HEIGHTS MUTUAL WATER,2,0,0,2,1,N,None,37.00,9.90%,0.00%,
CA0410008,THERMALITO WATER & SEWER DIST,4,1,0,5,2,N,None,DWR Not Assessed,DWR Not Assessed,0.01%,
CA1000005,BIG CREEK COMMUNITY SERV DIST,0,0,1,1,1,Y,1,67.40,82.20%,0.00%,
CA3210010,HAMILTON BRANCH CSD,1,0,0,1,1,N,None,DWR Not Assessed,DWR Not Assessed,0.00%,
CA3103310,EMIGRANT GAP MUTUAL WATER CO.,2,0,0,2,1,N,None,68.20,84.50%,0.00%,
CA4700542,ABRAMS LAKE MOBILE ESTATES,2,0,0,2,1,N,None,68.67,85.50%,0.00%,
CA1300664,RIVERFRONT MUTUAL WATER COMPANY,2,0,0,2,1,N,None,68.24,84.60%,0.00%,
CA2000605,WHISPERING PINES MHP,2,0,0,2,1,N,None,65.83,78.90%,0.00%,
CA4810002,CALIFORNIA WATER SERVICE CO. - DIXON,8,0,0,8,1,N,None,DWR Not Assessed,DWR Not Assessed,100.00%,
CA4910011,"SEBASTOPOL, CITY OF",4,0,0,4,1,N,None,DWR Not Assessed,DWR Not Assessed,0.00%,
CA2710007,"GONZALES, CITY OF",3,0,0,3,1,N,None,41.72,18.40%,99.29%,
CA1510011,BUTTONWILLOW CWD,3,0,0,3,1,N,None,44.04,22.90%,100.00%,
CA3900844,COUNTRY MANOR MHP,2,0,0,2,1,N,None,42.93,20.70%,100.00%,
CA1000407,GEORGE COX WATER SYSTEM,2,0,0,2,1,N,None,63.31,73.90%,100.00%,
CA3702354,WARNER SPRINGS ESTATES,4,0,0,4,1,N,None,59.35,63.90%,0.00%,
CA1010800,CAL FIRE - MIRAMONTE CONSERVATION CAMP,2,0,0,2,1,N,None,57.46,58.70%,0.00%,
CA1710006,KONOCTI COUNTY WATER DISTRICT,1,1,1,3,3,Y,1,36.84,9.70%,0.00%,
CA3310004,BOX SPRINGS MUTUAL WC,1,0,2,3,2,Y,2,20.86,2.10%,100.00%,
CA4300716,LUPIN LODGE,0,2,0,2,1,N,None,58.27,61.00%,0.00%,
CA2702328,VENTANA BIG SUR INN WS,5,1,0,6,2,N,None,53.43,47.00%,0.00%,
CA1502320,LERDO SHERIFF S FACILITY,4,0,0,4,1,N,None,53.07,46.00%,100.00%,
CA0800825,JED SMITH HOMEOWNERS ASSN.,3,0,0,3,1,N,None,54.22,49.10%,0.00%,
CA3103836,HIDDEN VALLEY COMMUNITY ASSOCIATION,0,0,1,1,1,Y,1,45.36,25.10%,0.00%,
CA2800532,VAILIMA ESTATES MUTUAL WATER,2,0,0,2,1,N,None,49.27,34.40%,3.99%,
CA1510027,DESERT LAKE COMM SERV DIST,1,0,1,2,2,Y,1,17.33,1.10%,0.00%,
CA5510033,TUD-SCENIC VIEW/SCENIC BROOK,1,1,1,3,3,Y,1,DWR Not Assessed,DWR Not Assessed,0.00%,
CA4100510,REDWOOD TERRACE MUTUAL,2,0,0,2,1,N,None,50.32,37.80%,0.00%,
CA0409183,SIERRA MOON WATER COMPANY,2,0,0,2,1,N,None,50.66,38.80%,100.00%,
CA5700700,CACHEVILLE SERVICE DIST,2,0,0,2,1,N,None,39.07,13.10%,100.00%,
CA4300638,SAN MARTIN FOOTHILLS WATER COMPANY,2,0,0,2,1,N,None,36.64,9.40%,100.00%,
CA2000557,MD 43 MIAMI CREEK KNOLLS,1,0,1,2,2,Y,1,32.97,6.80%,0.00%,
CA2710021,CAL AM WATER COMPANY - TORO,2,0,1,3,2,Y,1,DWR Not Assessed,DWR Not Assessed,0.00%,
CA4510002,MOUNTAIN GATE C.S.D.,3,1,0,4,2,N,None,32.24,6.50%,0.00%,
CA5000010,TID/ LA GRANGE WATER SYSTEM,0,2,0,2,1,N,None,40.92,16.90%,100.00%,
CA3610851,CALIFORNIA INSTITUTION FOR WOMEN,0,0,1,1,1,Y,1,50.67,38.80%,0.00%,
CA4910701,U.S. COAST GUARD TRAINING CENTER,0,0,1,1,1,Y,1,50.24,37.30%,0.00%,
CA3810702,TREASURE ISLAND,0,0,1,1,1,Y,1,46.90,28.60%,0.00%,
CA0400003,HARTLEY MUTUAL WATER SYSTEM,1,0,0,1,1,N,None,60.14,66.20%,0.00%,
CA0400090,MOUNTAIN VILLAGE HOMEOWNER'S ASSOC,1,0,0,1,1,N,None,60.18,66.30%,0.00%,
CA0707501,ANGLER S RANCH #3,1,0,0,1,1,N,None,56.98,57.40%,0.00%,
CA0707519,DUTCH SLOUGH WATER WORKS,1,0,0,1,1,N,None,54.57,50.20%,0.00%,
CA0900422,CRYSTAL CAVES MHP,1,0,0,1,1,N,None,62.79,72.90%,0.00%,
CA1206004,PALMER CREEK CSD,1,0,0,1,1,N,None,53.03,45.80%,0.00%,
CA1500340,WEST TEHACHAPI MUTUAL,1,0,0,1,1,N,None,59.55,64.50%,0.00%,
CA1700530,COBB MOUNTAIN WATER COMPANY,1,0,0,1,1,N,None,59.20,63.60%,0.00%,
CA1900809,LANDALE MUTUAL WATER COMPANY,1,0,0,1,1,N,None,49.99,36.80%,0.00%,
CA2100549,BLUE MOUNTAIN CENTER,1,0,0,1,1,N,None,58.09,60.50%,0.00%,
CA2700634,CHETMOORE ACRES WA,1,0,0,1,1,N,None,61.55,69.70%,0.00%,
CA2701633,PARADISE RD WS #21,1,0,0,1,1,N,None,50.82,39.20%,0.00%,
CA2701906,LAKE SAN ANTONIO PARK WS,1,0,0,1,1,N,None,62.33,71.70%,0.00%,
CA3301169,MURRIETA PALMS MOBILE HOME PARK,1,0,0,1,1,N,None,52.97,45.40%,0.00%,
CA3301676,THOMAS MOUNTAIN WATER COMPANY,1,0,0,1,1,N,None,56.48,55.50%,0.00%,
CA3500552,VENTURE ESTATES MWC,1,0,0,1,1,N,None,53.46,47.00%,0.00%,
CA3600010,LIBERTY UTILITIES APPLE VALLEY,1,0,0,1,1,N,None,49.32,34.90%,0.00%,
CA4200572,LAS POSITAS MUTUAL WATER COMPANY,1,0,0,1,1,N,None,50.75,39.00%,0.00%,
CA4200684,LINCOLNWOOD MUTUAL WATER COMPANY,1,0,0,1,1,N,None,47.16,29.20%,0.00%,
CA4300792,ABORN HEIGHTS WATER MUTUAL ASSOCIATION,1,0,0,1,1,N,None,52.03,42.60%,11.32%,
CA4500009,CORTLAND PINES MUTUAL WATER CO,1,0,0,1,1,N,None,62.65,72.60%,0.00%,
CA4500092,RIVER BREEZE MOBILE HOME PARK,1,0,0,1,1,N,None,57.34,58.30%,0.00%,
CA4500313,SHASTA CO CSA # 8 PALO CEDRO,1,0,0,1,1,N,None,45.81,26.20%,0.00%,
CA4900536,OCCIDENTAL COMMUNITY SERVICES DISTRICT,1,0,0,1,1,N,None,55.58,53.10%,0.00%,
CA4900547,END-O-VALLEY MUTUAL WATER COMPANY,1,0,0,1,1,N,None,63.68,74.90%,0.00%,
CA4900611,RAINS CREEK WATER DISTRICT,1,0,0,1,1,N,None,62.77,72.80%,0.00%,
CA4900653,LONE PINE MUTUAL WATER COMPANY,1,0,0,1,1,N,None,52.72,44.70%,0.00%,
CA4900674,PINE HILL TERRACE MOBILE HOME PARK,1,0,0,1,1,N,None,62.04,70.80%,0.00%,
CA4900736,CLEAR CREEK WATER COMPANY,1,0,0,1,1,N,None,55.90,53.90%,0.00%,
CA4900794,SUNSET PARK COMMUNITY,1,0,0,1,1,N,None,46.11,26.80%,0.00%,
CA4901309,HILTON MUTUAL WATER COMPANY,1,0,0,1,1,N,None,59.45,64.10%,0.00%,
CA5200014,WILSON ACRES MUTUAL WATER,1,0,0,1,1,N,None,49.68,35.90%,0.00%,
CA5200539,FRIENDLY ACRES MHP,1,0,0,1,1,N,None,60.36,67.10%,0.00%,
CA5200575,RANCHO COLORADO WS,1,0,0,1,1,N,None,54.36,49.50%,0.00%,
CA0707547,KNIGHTSEN COMMUNITY WATER SYSTEM,1,0,0,1,1,N,None,46.82,28.30%,0.00%,
CA2701046,CAMPHORA APARTMENTS,1,0,0,1,1,N,None,55.69,53.40%,0.00%,
CA5200013,WOMACK SUBDIVISION M.W.C.,1,0,0,1,1,N,None,49.75,36.20%,0.00%,
CA2701740,BLUFFS WS,1,0,0,1,1,N,None,48.76,32.90%,0.00%,
CA1400070,SIERRA GRANDE ESTATES MUTUAL WATER CO.,1,0,0,1,1,N,None,62.18,71.30%,0.00%,
CA5301103,COVINGTON MILL - A,1,0,0,1,1,N,None,59.64,64.70%,0.00%,
CA0707575,FRANKS MARINA,1,0,0,1,1,N,None,55.36,52.20%,0.00%,
CA0707613,WILLOW MOBILE HOME PARK,1,0,0,1,1,N,None,63.36,74.10%,0.00%,
CA2300646,BELLA SHORES MOBILE HOME PARK,1,0,0,1,1,N,None,61.91,70.30%,0.00%,
CA2300667,"WOODS, THE (MENDOCINO)",1,0,0,1,1,N,None,62.28,71.60%,0.00%,
CA3100061,SIERRA MEADOWS APARTMENT,1,0,0,1,1,N,None,57.91,60.00%,0.00%,
CA3600385,BROOKSIDE MHP,1,0,0,1,1,N,None,59.94,65.70%,0.00%,
CA4900728,EVERGREEN MOBILE ESTATES,1,0,0,1,1,N,None,51.39,40.80%,0.00%,
CA4900795,STONEGATE MOBILE HOME PARK,1,0,0,1,1,N,None,52.02,42.50%,0.00%,
CA5102025,YUBA APARTMENT HOMES,1,0,0,1,1,N,None,57.35,58.40%,0.00%,
CA5200551,WOODSON BRIDGE MHP,1,0,0,1,1,N,None,55.92,54.00%,0.00%,
CA2701403,PINE ST WS #01,1,0,0,1,1,N,None,58.80,62.60%,0.00%,
CA1400025,VALLEY VISTA MUTUAL WATER COMPANY,1,0,0,1,1,N,None,60.82,67.90%,0.00%,
CA3010008,EASTSIDE WATER ASSOCIATION,1,0,1,2,2,Y,1,62.49,72.20%,0.00%,
CA3700422,LAGUNA MOUNTIAN MUTUAL WATER CO.,1,0,0,1,1,N,None,57.02,57.50%,0.00%,
CA5200502,LAS FLORES WATER WORKS,1,0,0,1,1,N,None,44.50,23.70%,0.00%,
CA5200560,MIRA MONTE WATER CO.,1,0,0,1,1,N,None,47.27,29.60%,0.00%,
CA1900130,DEL RIO MUTUAL,1,0,0,1,1,N,None,56.77,56.70%,0.00%,
CA0400023,GOLDEN OAKS MOBILE ESTATES,1,0,0,1,1,N,None,60.74,67.90%,0.00%,
CA4500303,TUCKER OAKS EAST WATER DISTRICT,1,0,0,1,1,N,None,46.26,27.10%,0.00%,
CA3210011,PLUMAS EUREKA CSD,2,0,0,2,1,N,None,49.94,36.70%,0.00%,
CA4010023,GOLDEN STATE WATER COMPANY - EDNA,2,0,0,2,1,N,None,44.49,23.60%,59.78%,
CA5400506,NORTH KAWEAH MWC,3,0,0,3,1,N,None,46.79,28.20%,0.00%,
CA2210921,WHISPERING PINES APARTMENTS,3,0,0,3,1,N,None,83.41,98.40%,0.00%,
CA1500478,"VALLEY ESTATES POA, INC.",2,0,0,2,1,N,None,DWR Not Assessed,DWR Not Assessed,0.00%,
CA4900546,HAWKINS WATER CO-CAL WATER SERVICE (PUC),2,0,0,2,1,N,None,DWR Not Assessed,DWR Not Assessed,0.00%,
CA2701202,CAL AM WATER COMPANY - CHUALAR,2,0,0,2,1,N,None,DWR Not Assessed,DWR Not Assessed,100.00%,
CA2704520,WILLIAMS - RC FARMS WS,2,0,0,2,1,N,None,DWR Not Assessed,DWR Not Assessed,0.00%,
CA3600152,LOMA LINDA UNIVERSITY,2,0,0,2,1,N,None,48.45,32.30%,0.00%,
CA2000832,SKP PARK OF THE SIERRAS INC,3,0,0,3,1,N,None,60.31,66.80%,0.00%,
CA4400502,TROUT GULCH MUTUAL WATER COMPANY,4,0,0,4,1,N,None,39.68,14.50%,100.00%,
CA4900543,SONOMA COUNTY CSA 41-SALMON CREEK,1,1,0,2,2,N,None,29.41,5.20%,0.00%,
CA4000744,AFUERA DE CHORRO WATER COMPANY,5,0,0,5,1,N,None,49.06,34.00%,0.00%,
CA4200702,VIEJA MUTUAL WATER COMPANY,2,0,0,2,1,N,None,46.86,28.50%,0.00%,
CA4200714,SAN AUGUSTINE MUTUAL WATER COMPANY,4,0,0,4,1,N,None,56.17,54.40%,0.00%,
CA1907028,SPV WATER COMPANY,4,0,0,4,1,N,None,53.86,48.20%,0.00%,
CA3901172,PAR COUNTRY ESTATES CSA-16,2,0,0,2,1,N,None,56.81,56.90%,0.00%,
CA1510014,MOJAVE PUD,7,0,1,8,2,Y,1,19.17,1.60%,0.00%,
CA0910015,TAHOE KEYS WATER COMPANY,3,0,1,4,2,Y,1,22.34,2.70%,0.00%,
CA5601119,SIETE ROBLES MUTUAL WATER CO,1,0,1,2,2,Y,1,24.79,3.50%,97.26%,
CA1810002,WESTWOOD C.S.D.,1,0,0,1,1,N,None,61.35,69.00%,0.00%,
CA1310800,CALIPATRIA STATE PRISON,0,0,1,1,1,Y,1,45.65,25.80%,0.00%,
CA1500349,STOCKDALE MUTUAL WATER CO.,2,0,0,2,1,N,None,52.36,43.60%,100.00%,
CA2700511,NORMCO WC,3,0,0,3,1,N,None,39.59,14.20%,100.00%,
CA2900529,GOLD COUNTRY HOME PARK - WATER SYSTEM,2,0,0,2,1,N,None,72.21,91.10%,0.00%,
CA5800924,CAMPTONVILLE COMMUNITY SERV DIST,2,1,0,3,2,N,None,43.36,21.40%,0.00%,
CA0405001,DEL ORO WATER CO.-LIME SADDLE MARINA,2,1,0,3,2,N,None,28.74,4.80%,0.00%,
CA0400020,PLEASANT GROVE MHP,2,0,0,2,1,N,None,49.60,35.60%,0.00%,
CA4300978,BRUSH AND OLD WELL MUTUAL WATER COMPANY,0,0,1,1,1,Y,1,45.47,25.40%,0.00%,
CA4000230,CANYON CREST MUTUAL BENEFIT WC,0,0,1,1,1,Y,1,41.48,17.80%,0.00%,
CA5510005,TWAIN HARTE COMMUNITY SERVICES DISTRICT,3,1,0,4,2,N,None,46.25,27.00%,0.00%,
CA5110007,SUTTER COMMUNITY S.D.,3,0,0,3,1,N,None,41.48,17.80%,0.00%,
CA4410016,FOREST LAKES MWC,9,0,0,9,1,N,None,44.23,23.30%,0.00%,
CA5510009,GROVELAND COMMUNITY SERV DIST,0,3,0,3,1,N,None,DWR Not Assessed,DWR Not Assessed,0.00%,
CA0310005,PINE GROVE COMM SERV DIST,0,0,1,1,1,Y,1,44.57,23.90%,0.00%,
CA0310011,FIRST MACE MEADOW # 1,0,0,1,1,1,Y,1,47.93,31.00%,0.00%,
CA3600345,WEST END MWC,2,0,0,2,1,N,None,39.62,14.30%,0.00%,
CA2701367,TIERRA MEADOWS HOA WS,2,0,0,2,1,N,None,55.22,51.80%,0.00%,
CA1900075,BLEICH FLATS MUTUAL,4,0,0,4,1,N,None,50.69,38.90%,0.00%,
CA1900808,LANCASTER WATER COMPANY,2,0,0,2,1,N,None,40.66,16.40%,0.00%,
CA3200150,HAMILTON BRANCH MWC,2,0,0,2,1,N,None,56.63,56.10%,0.00%,
CA3610117,DEVORE WC,15,0,0,15,1,N,None,46.13,26.90%,0.00%,
CA4000523,S & T MUTUAL WATER COMPANY,3,0,0,3,1,N,None,42.95,20.70%,0.00%,
CA2010003,BASS LAKE WATER COMPANY,4,1,0,5,2,N,None,65.82,78.90%,0.00%,
CA1900155,WILSONA GARDENS MUTUAL,1,0,1,2,2,Y,1,7.83,0.10%,0.00%,
CA2010008,MADERA CO MD10A-MADERA RANCHOS,3,0,0,3,1,N,None,65.08,77.60%,100.00%,
CA2500801,NEWELL COUNTY WATER DISTRICT,3,0,0,3,1,N,None,34.92,7.90%,0.00%,
CA1800522,HONEY LAKE CAMPGROUND,2,0,0,2,1,N,None,DWR Not Assessed,DWR Not Assessed,0.00%,
CA2701800,TULARCITOS MWC,2,0,0,2,1,N,None,54.12,48.90%,0.00%,
CA3210004,AMERICAN VALLEY CSD,13,0,1,14,2,Y,1,37.28,10.30%,0.00%,
CA4000568,SAN SIMEON CSD,3,0,0,3,1,N,None,70.44,88.50%,0.00%,
CA1510703,CHINA LAKE NAVAL AIR WEAPONS STATION,5,0,1,6,2,Y,1,19.54,1.70%,100.00%,
CA4100538,CAMP JONES GULCH,2,0,0,2,1,N,None,62.57,72.50%,0.00%,
CA5000237,NORTH OAKS MUTUAL WATER CO,4,0,0,4,1,N,None,60.06,66.00%,100.00%,
CA1502690,"DUNE 3 MUTUAL WATER COMPANY, LLC",2,0,0,2,1,N,None,42.29,19.40%,100.00%,
CA2000728,MD 37 LA VINA,2,0,0,2,1,N,None,52.09,42.70%,100.00%,
CA1700581,CACHE CREEK MOBILE HOME PARK,1,1,0,2,2,N,None,30.59,5.80%,0.00%,
CA2800521,CIRCLE OAKS WATER DISTRICT,1,1,0,2,2,N,None,29.50,5.30%,0.00%,
CA2600538,LOWER ROCK CREEK MUTUAL WATER CO.,2,0,0,2,1,N,None,45.77,26.00%,0.00%,
CA1400072,NORTH LONE PINE MUTUAL WATER COMPANY,2,0,0,2,1,N,None,46.57,27.90%,0.00%,
CA1700508,GLENHAVEN MUTUAL WATER COMPANY,2,0,0,2,1,N,None,57.96,60.10%,0.00%,
CA2300832,HILLS RANCH MUTUAL WATER COMPANY,4,0,0,4,1,N,None,52.51,44.00%,0.00%,
CA4200807,WOODSTOCK RANCH,5,0,0,5,1,N,None,49.39,35.10%,0.00%,
CA1010017,FCWWD #41/SHAVER LAKE,35,0,0,35,1,N,None,55.05,51.20%,0.00%,
CA5510011,COLD SPRINGS WATER CO,1,1,0,2,2,N,None,53.83,48.10%,0.00%,
CA0910019,LAKESIDE PARK ASSOCIATION,1,1,1,3,3,Y,1,22.43,2.80%,0.00%,
CA2110001,INVERNESS PUBLIC UTILITY DIST,0,3,0,3,1,N,None,53.50,47.20%,0.00%,
CA3610046,VALLEY VIEW PARK MWC,3,0,1,4,2,Y,1,34.57,7.70%,0.00%,
CA4110010,MONTARA WATER AND SANITARY DISTRICT,12,2,0,14,2,N,None,42.73,20.40%,0.00%,
CA1010034,"SAN JOAQUIN, CITY OF",3,0,0,3,1,N,None,59.35,63.90%,100.00%,
CA2410008,CAL AM - MEADOWBROOK,3,0,0,3,1,N,None,38.39,11.80%,100.00%,
CA5410008,OROSI PUBLIC UTILITY DISTRICT,5,0,0,5,1,N,None,40.49,16.10%,100.00%,
CA2710016,LITTLE BEAR WATER COMPANY,3,0,0,3,1,N,None,45.15,24.70%,0.00%,
CA2410003,CITY OF GUSTINE,4,0,0,4,1,N,None,42.81,20.40%,100.00%,
CA5510013,TUD - COLUMBIA WATER SYSTEM,0,2,1,3,2,Y,1,DWR Not Assessed,DWR Not Assessed,0.00%,
CA3610028,MARYGOLD MWC,2,0,3,5,2,Y,3,17.17,1.10%,0.00%,
CA2110350,NPS GGNRA,0,0,1,1,1,Y,1,58.70,62.20%,0.00%,
CA5510024,SONORA WATER COMPANY INC,0,0,1,1,1,Y,1,45.29,25.00%,0.00%,
CA3301937,MESQUITE MUTUAL WATER CO.,0,0,1,1,1,Y,1,46.72,28.00%,0.00%,
CA3600209,ROCKY COMFORT MUTUAL WATER CO,0,0,1,1,1,Y,1,37.62,10.80%,0.00%,
CA3600088,DESERT DAWN MWC,2,0,0,2,1,N,None,49.08,34.00%,0.00%,
CA3610030,MARIANA RANCHOS CWD,2,0,0,2,1,N,None,43.74,22.10%,0.00%,
CA4900560,KELLY MUTUAL WATER COMPANY,2,0,0,2,1,N,None,35.35,8.40%,0.00%,
CA4300577,RANCHO ROBLES MUTUAL WATER COMPANY,3,0,0,3,1,N,None,46.38,27.50%,5.22%,
CA1502315,CAMP OWEN WATER SYSTEM,2,0,0,2,1,N,None,56.62,56.10%,0.00%,
CA3610082,SAN ANTONIO CANYON MSC,2,0,0,2,1,N,None,64.06,75.70%,0.00%,
CA3301055,VILLAGE OF CHILD HELP,2,0,0,2,1,N,None,66.28,80.00%,0.00%,
CA5410513,NPS-ASH MOUNTAIN,2,0,0,2,1,N,None,64.06,75.70%,0.00%,
CA0110012,TOWN OF SUNOL-SFPUC,0,0,1,1,1,Y,1,DWR Not Assessed,DWR Not Assessed,0.00%,
CA1910200,SUBURBAN WATER SYSTEMS-COVINA KNOLLS,0,0,2,2,1,Y,2,DWR Not Assessed,DWR Not Assessed,0.00%,
CA3110036,NORTH TAHOE PUD - DOLLAR COVE,0,0,1,1,1,Y,1,DWR Not Assessed,DWR Not Assessed,0.00%,
CA3310076,WESTERN MWD (ID A - RAINBOW),0,0,1,1,1,Y,1,DWR Not Assessed,DWR Not Assessed,0.00%,
CA4900514,RANCHO DEL PARADISO-CAL WATER SVC (PUC),0,0,1,1,1,Y,1,DWR Not Assessed,DWR Not Assessed,0.00%,
CA4010017,GOLDEN STATE WATER COMPANY - LOS OSOS,6,0,0,6,1,N,None,57.83,59.60%,0.00%,
CA3610032,"NEEDLES, CITY OF",4,0,0,4,1,N,None,38.24,11.60%,0.00%,
CA4010016,LOS OSOS COMMUNITY SERVICES DISTRICT,6,0,0,6,1,N,None,36.29,8.90%,0.00%,
CA3400101,HOOD WATER MAINTENCE DIST [SWS],2,0,0,2,1,N,None,DWR Not Assessed,DWR Not Assessed,100.00%,
CA1500550,WEST VALLEY MUTUAL WATER COMPANY,2,0,0,2,1,N,None,DWR Not Assessed,DWR Not Assessed,100.00%,
CA0510019,CCWD - WALLACE,2,0,0,2,1,N,None,DWR Not Assessed,DWR Not Assessed,100.00%,
CA3710800,PUERTA LA CRUZ CC #14,2,0,0,2,1,N,None,55.86,53.70%,0.00%,
CA4300909,LICK OBSERVATORY-UCSC,0,2,0,2,1,N,None,51.76,41.70%,0.00%,
CA4300562,ROSEVIEW HEIGHTS MUTUAL WATER COMPANY,0,0,1,1,1,Y,1,42.97,20.80%,0.00%,
