PWSID,Water System Name,Total Number of Water Sources ,Absence of Interties,Source Capacity Violations Count,Service Connection Moratoriums Count,Division of Financial Assistance - Interim Solution Data Spreadsheet,Division of Drinking Water - Drought Report,"SDWIS -
Hauled Water Data",Risk Score,"Percent Rank
(rank of a score as a percentage)",Percentage of sources within a COD Basin
CA3900504,CLEMENTS WATER WORKS #43,2,Y,0,0,N,N,N,35.93,8.60%,100.00%
CA3900505,FARMINGTON WATER COMPANY,2,Y,0,0,N,N,N,37.24,10.30%,100.00%
CA3900512,MORADA ACRES WATER SYSTEM,1,Y,0,0,N,N,N,67.15,81.90%,100.00%
CA3900517,ALMOND PARK WATER SYSTEM,1,Y,0,0,N,N,N,61.28,69.00%,100.00%
CA3900523,MORADA MANOR WATER SYSTEM,1,Y,0,0,N,N,N,67.10,81.80%,100.00%
CA3900543,MAURLAND MANOR WATER SYSTEM,1,N,0,0,N,N,N,57.07,58.00%,0.00%
CA3900558,RANCHO SAN JOAQUIN WATER SYS,2,Y,0,0,N,N,N,48.78,33.10%,50.00%
CA3900559,WINE COUNTRY APARTMENTS,1,Y,0,0,N,N,N,63.96,75.50%,0.00%
CA3900561,LODI LAKE MOBILE HOME PARK,1,Y,0,0,N,N,N,58.10,60.60%,100.00%
CA3900563,GAYLA MANOR PWS,1,Y,0,0,N,N,N,58.45,61.70%,100.00%
CA3900568,CARIBOU MOBILE PARK PWS,2,Y,0,0,N,N,N,52.78,45.10%,100.00%
CA3900569,EL RIO MOBILE HOME PARK,2,Y,0,0,N,N,N,44.26,23.40%,100.00%
CA3900579,CENTURY MOBILE HOME PARK,1,Y,0,0,N,N,N,54.91,50.90%,100.00%
CA3900586,B&G MOBILE HOME PARK LLC WS,1,Y,0,0,N,N,N,55.73,53.60%,100.00%
CA3900596,VILLA CEREZOS,1,Y,0,0,N,N,N,51.87,42.10%,100.00%
CA3900602,TAHAMA VILLAGE MOBILE HOME PARK,2,Y,0,0,N,N,N,47.99,31.20%,100.00%
CA3900606,A1 WINSTONS MOBILE HOME PARK,1,Y,0,0,N,N,N,54.50,50.10%,100.00%
CA3900607,COUNTRY SQUIRE MOBILE ESTATES & WATER SY,1,Y,0,0,N,N,N,69.35,86.70%,100.00%
CA3900624,IL VINETO,2,Y,0,0,N,N,N,50.48,38.40%,100.00%
CA3900637,BIG WHEEL MOBILE HOME PARK,2,Y,0,0,N,N,N,41.56,18.00%,100.00%
CA3900649,GLENWOOD MOBILE HOME PARK,1,Y,0,0,N,N,N,69.50,86.90%,100.00%
CA3900653,ISLANDER MARINA,2,Y,0,0,N,N,N,42.30,19.50%,100.00%
CA3900661,MAPACHE TRAILER PARK,1,Y,0,0,N,N,N,68.42,85.10%,100.00%
CA3900664,NEW HOPE LANDING GENERAL STORE,1,Y,0,0,N,N,N,54.92,50.90%,100.00%
CA3900682,LOCKEFORD MOBILE HOME PARK WTR SYS,1,Y,0,0,N,N,N,61.36,69.30%,100.00%
CA3900701,CURRIER ESTATES WATER CORP,1,Y,0,0,N,N,N,48.81,33.20%,100.00%
CA3900702,CORRAL HOLLOW PWS,2,Y,0,0,N,N,N,56.06,54.40%,0.00%
CA3900705,FINNLEES TRAILER PARK,1,Y,0,0,N,N,N,49.67,35.80%,100.00%
CA3900714,SUNNYSIDE ESTATES WATER SYSTEM,1,N,0,0,N,N,N,56.21,54.90%,100.00%
CA3900719,MOKELUMNE MOBILE SENIOR PARK,1,Y,0,0,N,N,N,71.50,90.20%,0.00%
CA3900720,SHADED TERRACE PWS,1,Y,0,0,N,N,N,67.15,81.90%,100.00%
CA3900721,WOODBRIDGE MOBILE ESTATES,1,Y,0,0,N,N,N,68.88,85.90%,100.00%
CA3900722,MORADA ESTATES PWS,2,Y,0,0,N,N,N,56.48,55.70%,100.00%
CA3900724,ELKHORN ESTATES WATER SYSTEM,2,Y,0,0,N,N,N,39.19,13.50%,50.00%
CA3900732,V & P TRAILER COURT WATER SYSTEM,1,Y,0,0,N,N,N,51.05,39.90%,100.00%
CA3900733,COUNTRY CLUB VISTA MUTUAL WATER CO,1,Y,0,0,N,N,N,60.23,66.50%,0.00%
CA3900755,SHADY REST TRAILER COURT,1,Y,0,0,N,N,N,71.45,90.10%,100.00%
CA3900762,RIVERSIDE MOBILE HOME PARK,2,Y,0,0,N,N,N,57.61,59.20%,100.00%
CA3900805,MOREHEAD PARK,2,Y,0,0,N,N,N,52.77,45.00%,0.00%
CA3900813,HAVEN ACRES RIVER CLUB INC,1,Y,0,0,N,N,N,55.56,53.20%,100.00%
CA3900831,ARBOR MOBILE HOME PARK WS,1,Y,0,0,N,N,N,50.72,39.00%,100.00%
CA3900835,WAYSIDE MOTEL APARTMENTS WTR SYS,1,Y,0,0,N,N,N,71.73,90.40%,0.00%
CA3900837,LODI HOMES,1,Y,0,0,N,N,N,63.64,74.80%,0.00%
CA3900842,DOUBLE L MOBILE ESTATES,2,Y,0,0,N,N,N,49.52,35.40%,100.00%
CA3900844,COUNTRY MANOR MHP,2,Y,0,0,N,N,N,42.93,20.70%,100.00%
CA3900907,BEL AIR MOBILE ESTATE,3,Y,0,0,N,N,N,58.80,62.80%,100.00%
CA3900921,CARDOZA VILLA CORP,1,Y,0,0,N,N,N,55.39,52.50%,0.00%
CA3900927,SPRING CREEK ESTATES PWS,1,Y,0,0,N,N,N,66.37,80.30%,100.00%
CA3900964,SAHARA MOBILE COURT,1,Y,0,0,N,N,N,69.67,87.10%,0.00%
CA3900983,CHERRY LANE TRAILER PARK,1,Y,0,0,N,N,N,63.83,75.30%,100.00%
CA3900991,LA TORRES PARK,1,Y,0,0,N,N,N,62.66,72.80%,0.00%
CA3901031,132 INVESTMENTS WATER SYSTEM,1,Y,0,0,N,N,N,50.01,37.10%,100.00%
CA3901074,TWIN OAKS MOBILE PARK,2,Y,0,0,N,N,N,45.28,25.00%,100.00%
CA3901075,FAIRWAY ESTATES PWS CSA-18,2,Y,0,0,N,N,N,55.65,53.50%,100.00%
CA3901081,MOBILE VILLAS TRAILER PARK,2,Y,0,0,N,N,N,46.53,27.80%,50.00%
CA3901092,SAN JOAQUIN WATER WORKS #2,2,Y,0,0,N,N,N,36.75,9.70%,100.00%
CA3901113,WALNUT ACRES,2,Y,0,0,N,N,N,58.15,60.80%,100.00%
CA3901114,KING ISLAND TRAILER PARK WATER SYSTEM,1,Y,0,0,N,N,N,50.43,38.30%,100.00%
CA3901159,WILKINSON MANOR A-ZONE PWS,1,N,0,0,N,N,N,56.54,55.90%,100.00%
CA3901172,PAR COUNTRY ESTATES CSA-16,2,Y,0,0,N,N,N,56.81,57.00%,0.00%
CA3901213,SUNNY ROAD WATER SYSTEM,1,Y,0,0,N,N,N,54.91,50.90%,100.00%
CA3901215,SAN JUAN VISTA,1,Y,0,0,N,N,N,67.78,83.50%,100.00%
CA3901216,SANTOS RANCH PWS #5-CSA #35,2,Y,0,0,N,N,N,46.36,27.40%,0.00%
CA3901217,HAYNES BOARD & CARE HOME,1,Y,0,0,N,N,N,63.83,75.20%,0.00%
CA3901276,HANOT FOUNDATION INC,1,Y,0,0,N,N,N,55.99,54.30%,100.00%
CA3901303,ACAMPO WATER SYSTEM,2,Y,0,0,N,N,N,56.45,55.40%,100.00%
CA3901304,ENCLAVE AT THE DELTA,1,Y,0,0,N,N,N,55.98,54.10%,100.00%
CA3901337,MORADA ESTATES N PWS #46,3,Y,0,0,N,N,N,38.80,12.70%,66.67%
CA3901474,"HESKETT, JOE WATER SYSTEM",1,Y,0,0,N,N,N,61.52,69.80%,100.00%
CA3910002,SAN JOAQUIN COUNTY - COLONIAL HEIGHTS,1,N,0,0,N,N,N,54.12,49.00%,No Active Groundwater Wells
CA3910003,"ESCALON, CITY OF",3,Y,0,0,N,N,N,42.06,18.90%,100.00%
CA3910004,"LODI, CITY OF",28,Excluded from the Assessment,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,100.00%
CA3910005,"MANTECA, CITY OF",18,Excluded from the Assessment,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,84.00%
CA3910007,"RIPON, CITY OF",5,Y,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,100.00%
CA3910008,LOCKEFORD COMMUNITY SERV. DIST.,4,Y,0,0,N,N,N,35.59,8.50%,100.00%
CA3910009,SAN JOAQUIN COUNTY - THORNTON,2,Y,0,0,N,N,N,37.96,11.20%,100.00%
CA3910010,SAN JOAQUIN COUNTY - LINCOLN VILLAGE,1,N,0,0,N,N,N,47.88,30.70%,No Active Groundwater Wells
CA3910011,"TRACY, CITY OF",12,Excluded from the Assessment,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,0.00%
CA3910014,SAN JOAQUIN COUNTY-RAYMUS VILLAGE,2,Y,0,0,N,N,N,45.86,26.40%,100.00%
CA3910015,CITY OF LATHROP,6,N,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,0.00%
CA3910017,SAN JOAQUIN COUNTY-MOKELUMNE ACRES,5,Y,0,0,N,N,N,49.75,36.30%,100.00%
CA3910018,SAN JOAQUIN RIVER CLUB INC,2,Y,0,0,N,N,N,45.50,25.50%,0.00%
CA3910019,LINDEN COUNTY WATER DISTRICT,4,Y,0,0,N,N,N,38.18,11.50%,100.00%
CA3910020,STOCKTON VERDE MOBILE HOME PARK,2,Y,0,0,N,N,N,39.31,13.70%,100.00%
CA3910024,SAN JOAQUIN COUNTY - WILKINSON MANOR,2,Y,0,0,N,N,N,46.23,27.00%,100.00%
CA3910027,MOUNTAIN HOUSE COMMUNITY SERVICES DIST.,1,Y,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,No Active Groundwater Wells
CA3910701,"DEFENSE DISTRIB. DEPOT, SHARPE SITE",2,Y,0,0,N,N,N,47.71,30.30%,0.00%
CA3910800,DEUEL VOCATIONAL INSTITUTION,4,Y,0,0,N,N,N,48.51,32.50%,0.00%
CA3910803,CDCR CALIFORNIA HEALTH CARE FACILITY,1,N,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,No Active Groundwater Wells
CA4000200,BASSI RANCH MUTUAL WATER CO.,3,Y,0,0,N,N,N,48.74,32.80%,0.00%
CA4000202,EDNA VALLEY RANCH EAST,3,Y,0,0,N,N,N,43.94,22.60%,0.00%
CA4000203,IRISH HILLS MUTUAL WATER CO,6,Y,0,0,N,N,N,52.51,44.20%,0.00%
CA4000214,BARON CANYON MUTUAL WATER CO.,3,Y,0,0,N,N,N,53.00,45.90%,0.00%
CA4000222,AVILA BEACH COMMUNITY SERVICES DISTRICT,1,N,0,0,N,N,N,47.76,30.40%,No Active Groundwater Wells
CA4000230,CANYON CREST MUTUAL BENEFIT WC,1,N,0,0,N,N,N,41.48,17.80%,No Active Groundwater Wells
CA4000501,HALCYON WATER SYSTEM,1,Y,0,0,N,N,N,53.88,48.40%,0.00%
CA4000506,WOODLAND PARK MUTUAL WATER CO,2,Y,0,0,N,N,N,47.10,29.30%,0.00%
CA4000507,GARDEN FARMS C.W.D.,3,Y,0,0,N,N,N,43.86,22.30%,0.00%
CA4000523,S & T MUTUAL WATER COMPANY,3,Y,0,0,N,N,N,42.95,20.80%,100.00%
CA4000554,GREEN RIVER MUTUAL WATER CO.,3,Y,0,0,N,N,N,46.91,28.80%,100.00%
CA4000563,HIGUERA APARTMENTS,1,Y,0,0,N,N,N,49.42,35.20%,0.00%
CA4000568,SAN SIMEON CSD,3,Y,0,0,N,N,N,70.44,88.60%,0.00%
CA4000631,ALMIRA WATER ASSOCIATION,1,Y,0,0,N,N,N,50.40,38.10%,0.00%
CA4000637,COUNTRY HILLS ESTATES,2,Y,0,0,N,N,N,51.82,42.00%,0.00%
CA4000648,KEN MAR GARDENS,1,Y,0,0,N,N,N,56.78,57.00%,0.00%
CA4000649,LOS ROBLES MOBILE HOME ESTATES,3,Y,0,0,N,N,N,46.81,28.30%,0.00%
CA4000650,MESA DUNES MOBILE HOME ESTATES,3,Y,0,0,N,N,N,35.31,8.30%,0.00%
CA4000653,RANCHO COLINA MOBILE HOME PARK,3,Y,0,0,N,N,N,52.31,43.50%,0.00%
CA4000654,RESTHAVEN MOBILE HOME PARK,2,Y,0,0,N,N,N,58.68,62.10%,0.00%
CA4000660,BEAR VALLEY WATER COMPANY,5,Y,0,0,N,N,N,50.56,38.70%,0.00%
CA4000670,WALNUT HILLS MUTUAL WATER CO,3,Y,0,0,N,N,N,37.21,10.20%,0.00%
CA4000705,LAGUNA NEGRA MUTUAL WATER CO.,2,Y,0,0,N,N,N,46.10,26.80%,0.00%
CA4000716,AVILA VALLEY MUTUAL WATER CO,3,N,0,0,N,N,N,30.78,6.10%,0.00%
CA4000741,"H2O, INC",2,Y,0,0,N,N,N,52.98,45.80%,0.00%
CA4000744,AFUERA DE CHORRO WATER COMPANY,5,Y,0,0,N,N,N,49.06,34.00%,0.00%
CA4000749,TERRA DE ORO WATER COMPANY,2,Y,0,0,N,N,N,70.89,89.40%,0.00%
CA4000750,RIM ROCK WATER COMPANY,2,Y,0,0,N,N,N,56.70,56.60%,0.00%
CA4000765,VARIAN RANCH MUTUAL WATER,2,Y,0,0,N,N,N,49.78,36.30%,0.00%
CA4000771,RANCHO NIPOMO WATER COMPANY,2,Y,0,0,N,N,N,58.73,62.50%,0.00%
CA4000775,MUSTANG SPRINGS MUTUAL WATER,1,Y,0,0,N,N,N,72.57,91.80%,100.00%
CA4000789,SPANISH LAKES MUTUAL WATER CO,3,Y,0,0,N,N,N,43.98,22.80%,100.00%
CA4000802,SANTA YSABEL RANCH MWC,2,Y,0,0,N,N,N,50.47,38.40%,50.00%
CA4000803,RANCHO SALINAS  MBWC,2,Y,0,0,N,N,N,42.18,19.10%,100.00%
CA4000805,CALLENDER GROVE MUTUAL WATER,2,Y,0,0,N,N,N,45.05,24.60%,0.00%
CA4000808,MONTE SERENO MUTUAL BENEFIT WATER,2,Y,0,0,N,N,N,46.32,27.30%,0.00%
CA4000815,LAS VENTANAS RANCH,2,Y,0,0,N,N,N,46.91,28.70%,0.00%
CA4000834,ANZA VINEYARD ESTATES MUTUAL WATER CO,3,Y,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,0.00%
CA4010001,"ARROYO GRANDE, WATER DEPARTMENT",9,N,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,0.00%
CA4010002,ATASCADERO MUTUAL WATER CO,17,Excluded from the Assessment,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,0.00%
CA4010003,SAN MIGUELITO MWC,4,N,0,0,N,N,N,28.15,4.60%,0.00%
CA4010004,GROVER BEACH WATER DEPARTMENT,5,N,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,0.00%
CA4010005,OCEANO COMM SERVICES DIST.,5,N,0,0,N,N,N,48.38,32.10%,0.00%
CA4010006,CAYUCOS BEACH MUTUAL WATER COMPANY,2,N,0,0,N,N,N,18.80,1.50%,0.00%
CA4010007,PASO ROBLES WATER DEPARTMENT,20,Excluded from the Assessment,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,65.00%
CA4010008,PISMO BEACH WATER DEPARTMENT,4,N,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,0.00%
CA4010009,SAN LUIS OBISPO WATER DEPARTMENT,5,Excluded from the Assessment,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,0.00%
CA4010010,SAN MIGUEL COMMUNITY SERVICES DISTRICT,3,Y,0,0,N,N,N,41.14,17.30%,85.71%
CA4010011,MORRO BAY PW DEPT - WATER DIVISION,10,Excluded from the Assessment,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,0.00%
CA4010012,HERITAGE RANCH CSD,1,Y,0,0,N,N,N,60.73,67.90%,No Active Groundwater Wells
CA4010014,CAMBRIA COMM SERVICES DIST,5,Y,0,1,N,N,N,DWR Not Assessed,DWR Not Assessed,0.00%
CA4010015,MORRO ROCK MUTUAL WATER CO,3,N,0,0,N,N,N,17.51,1.30%,0.00%
CA4010016,LOS OSOS COMMUNITY SERVICES DISTRICT,6,Y,0,0,N,N,N,36.29,8.90%,92.86%
CA4010017,GOLDEN STATE WATER COMPANY - LOS OSOS,6,Y,0,0,N,N,N,57.83,59.70%,87.50%
CA4010018,GOLDEN STATE WATER COMPANY - NIPOMO,5,Y,0,0,N,N,N,53.70,47.90%,0.00%
CA4010019,TEMPLETON CSD,12,Excluded from the Assessment,0,0,N,N,N,41.63,18.20%,0.00%
CA4010023,GOLDEN STATE WATER COMPANY - EDNA,2,Y,0,0,N,N,N,44.49,23.70%,0.00%
CA4010024,SLO CWWD NO. 23 - SANTA MARGARITA,3,N,0,0,N,N,N,20.27,1.80%,0.00%
CA4010026,NIPOMO COMM SERVICES DIST,5,N,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,0.00%
CA4010027,NACIMIENTO WATER COMPANY,1,Y,0,0,N,N,N,63.30,73.90%,No Active Groundwater Wells
CA4010028,SLO CSA NO. 16 - SHANDON,3,N,0,0,N,N,N,21.48,2.40%,80.00%
CA4010040,GOLDEN STATE WATER COMPANY-CYPRESS RIDGE,9,Y,0,0,N,N,N,43.97,22.70%,0.00%
CA4010081,WOODLANDS DEVELOPMENT,3,Y,0,0,N,N,N,41.18,17.40%,0.00%
CA4010830,CALIFORNIA MENS COLONY,4,N,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,No Active Groundwater Wells
CA4010832,ATASCADERO STATE HOSPITAL,5,N,0,0,N,N,N,37.85,11.10%,0.00%
CA4010901,SLOCSA #10A - CAYUCOS,1,N,0,0,N,N,N,44.45,23.60%,No Active Groundwater Wells
CA4100503,BUTANO CANYON MUTUAL,1,Y,0,0,N,N,N,56.04,54.30%,No Active Groundwater Wells
CA4100509,COUNTY SERVICE AREA 7,1,Y,0,0,N,N,N,55.38,52.50%,No Active Groundwater Wells
CA4100510,REDWOOD TERRACE MUTUAL,2,Y,0,0,N,N,N,50.32,37.90%,0.00%
CA4100512,LOMA MAR MUTUAL,1,Y,1,0,N,N,N,64.02,75.60%,No Active Groundwater Wells
CA4100522,REDWOOD GLEN CAMP & CONFERENCE CTR,2,Y,0,0,N,N,N,53.95,48.60%,No Active Groundwater Wells
CA4100529,CAMP LOMA MAR,1,Y,0,0,Y,N,N,68.97,86.00%,No Active Groundwater Wells
CA4100533,SKYLONDA MUTUAL,6,N,0,0,N,N,N,42.38,19.70%,0.00%
CA4100538,CAMP JONES GULCH,2,Y,0,0,N,N,N,62.57,72.60%,0.00%
CA4100539,KINGS MOUNTAIN PARK MUTUAL,2,N,0,0,N,N,N,26.89,4.20%,No Active Groundwater Wells
CA4100540,OKU INCORPORATED,1,Y,0,0,N,N,N,55.42,52.70%,0.00%
CA4100551,MARCHI CENTRAL FARM,1,Y,0,0,N,N,N,70.03,88.00%,0.00%
CA4100555,PORTOLA IMPROVEMENT ASSOCIATION,1,Y,0,0,N,N,N,60.47,67.30%,0.00%
CA4100582,COUNTY SERVICE AREA 11,3,Y,0,0,N,N,N,46.85,28.50%,0.00%
CA4100583,BIANCHI FLOWERS INC,1,Y,0,0,N,N,N,62.09,71.20%,0.00%
CA4110001,MID-PENINSULA WATER DISTRICT,5,N,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,No Active Groundwater Wells
CA4110002,CITY OF BRISBANE,3,N,0,0,N,N,N,27.59,4.40%,No Active Groundwater Wells
CA4110003,CITY OF BURLINGAME,6,N,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,No Active Groundwater Wells
CA4110005,GUADALUPE VALLEY MID,2,N,0,0,N,N,N,26.98,4.30%,No Active Groundwater Wells
CA4110006,CALIFORNIA WATER SERVICE - BEAR GULCH,10,Excluded from the Assessment,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,No Active Groundwater Wells
CA4110007,CALIFORNIA WATER SERVICE - SAN CARLOS,10,Excluded from the Assessment,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,No Active Groundwater Wells
CA4110009,CALIFORNIA WATER SERVICE-S SAN FRANCISCO,16,Excluded from the Assessment,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,0.00%
CA4110010,MONTARA WATER AND SANITARY DISTRICT,14,Excluded from the Assessment,0,0,N,N,N,42.73,20.40%,0.00%
CA4110011,COASTSIDE COUNTY WATER DISTRICT,12,Excluded from the Assessment,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,0.00%
CA4110012,CUESTA LA HONDA GUILD INC,4,Y,0,0,N,N,N,51.13,40.30%,0.00%
CA4110016,TOWN OF HILLSBOROUGH,9,N,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,No Active Groundwater Wells
CA4110017,MENLO PARK MUNICIPAL WATER,5,N,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,No Active Groundwater Wells
CA4110018,CITY OF MILLBRAE,5,N,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,No Active Groundwater Wells
CA4110019,O'CONNOR TRACT CO-OPERATIVE WATER CO.,4,N,0,0,N,N,N,40.35,15.80%,0.00%
CA4110020,PALO ALTO PARK MUTUAL WATER COMPANY,5,Y,0,0,N,N,N,44.09,23.10%,0.00%
CA4110021,ESTERO MUNICIPAL IMPROVEMENT DISTRICT,1,N,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,No Active Groundwater Wells
CA4110022,CITY OF REDWOOD CITY,17,Excluded from the Assessment,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,No Active Groundwater Wells
CA4110023,CITY OF SAN BRUNO,5,Excluded from the Assessment,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,0.00%
CA4110024,CITY OF EAST PALO ALTO,4,N,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,0.00%
CA4110025,NORTH COAST COUNTY WATER DIST,6,Excluded from the Assessment,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,No Active Groundwater Wells
CA4110027,WESTBOROUGH WATER DISTRICT,3,N,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,No Active Groundwater Wells
CA4200505,CACHUMA VILLAGE,1,Y,0,0,N,N,N,66.69,80.80%,0.00%
CA4200531,RANCHO MARCELINO WATER,3,Y,0,0,N,N,N,51.54,41.20%,0.00%
CA4200556,FOSTER ROAD MUTUAL WATER COMPANY,1,Y,0,0,N,N,N,54.03,48.80%,0.00%
CA4200560,SISQUOC,2,Y,0,0,N,N,N,45.20,24.90%,0.00%
CA4200572,LAS POSITAS MUTUAL WATER COMPANY,1,Y,0,0,N,N,N,50.75,39.10%,0.00%
CA4200578,PAINTED CAVE,1,Y,0,0,N,N,N,68.32,84.90%,0.00%
CA4200579,ROSARIO PARK,1,Y,0,0,N,N,N,80.31,97.50%,0.00%
CA4200580,SAN MARCOS MUTUAL WATER COMPANY,3,Y,0,0,N,N,N,36.46,9.20%,0.00%
CA4200612,MEADOWLARK RANCHES MUTUAL WATER COMPANY,3,Y,0,0,N,N,N,42.48,19.90%,0.00%
CA4200616,SKYLINE PARK,2,Y,0,0,N,N,N,62.16,71.40%,0.00%
CA4200618,MIDLAND SCHOOL,2,Y,0,0,N,N,N,67.72,83.20%,0.00%
CA4200619,SANTA YNEZ RANCHO ESTATES,3,Y,0,0,N,N,N,46.37,27.50%,0.00%
CA4200633,LINGATE MUTUAL WATER COMPANY,1,Y,0,0,N,N,N,54.02,48.80%,0.00%
CA4200678,SANTA ANITA MUTUAL WATER COMPANY,3,Y,0,0,N,N,N,56.47,55.60%,0.00%
CA4200684,LINCOLNWOOD MUTUAL WATER COMPANY,1,Y,0,0,N,N,N,47.16,29.30%,0.00%
CA4200693,ELLWOOD MUTUAL WATER COMPANY,2,Y,0,0,N,N,N,42.91,20.60%,0.00%
CA4200702,VIEJA MUTUAL WATER COMPANY,2,Y,0,0,N,N,N,46.86,28.60%,0.00%
CA4200703,EL CAPITAN MUTUAL WATER COMPANY,8,Y,0,0,N,N,N,56.99,57.60%,0.00%
CA4200714,SAN AUGUSTINE MUTUAL WATER COMPANY,4,Y,0,0,N,N,N,56.17,54.60%,0.00%
CA4200721,NAPLES,1,Y,0,0,N,N,N,69.09,86.30%,0.00%
CA4200731,ALEGRIA DOMESTIC MUTUAL WATER COMPANY,3,Y,0,0,N,N,N,56.40,55.20%,0.00%
CA4200733,MONTECITO SEA MEADOWS,2,Y,0,0,N,N,N,46.00,26.50%,0.00%
CA4200800,EAST VALLEY FARMS MUTUAL WATER COMPANY,2,Y,0,0,N,N,N,38.25,11.70%,0.00%
CA4200802,OAK TRAIL RANCH,2,Y,0,0,N,N,N,49.28,34.60%,0.00%
CA4200804,WALKING M RANCHES,4,Y,0,0,N,N,N,46.71,28.10%,0.00%
CA4200807,WOODSTOCK RANCH,5,Y,0,0,N,N,N,49.39,35.10%,0.00%
CA4200814,JONATA HOMEOWNERS ASSOCIATION,1,Y,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,0.00%
CA4200822,SANTA RITA WATER,2,Y,0,0,N,N,N,39.00,12.90%,0.00%
CA4200827,SANTA YNEZ ROBLAR MOBILE HOME PARK,1,Y,0,0,N,N,N,61.61,70.00%,0.00%
CA4200837,RANCHO YNECITA,3,Y,0,0,N,N,N,46.73,28.20%,0.00%
CA4200842,SAINT MARIE MOBILE HOME PARK,1,Y,0,0,N,N,N,70.10,88.20%,0.00%
CA4200848,VISTA HILLS MUTUAL WATER COMPANY,1,Y,0,0,N,N,N,45.75,26.00%,0.00%
CA4200851,ROLLING HILLS MUTUAL WATER COMPANY,1,Y,1,0,N,Y,N,66.90,81.10%,0.00%
CA4200862,MESA HILLS MUTUAL WATER COMPANY,2,Y,0,0,N,N,N,51.68,41.60%,0.00%
CA4200867,RAY WATER COMPANY,1,Y,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,0.00%
CA4200870,CASMALIA COMMUNITY SERVICES DISTRICT,2,N,0,0,N,N,N,34.41,7.40%,0.00%
CA4200881,OAK TRAIL ESTATES,4,Y,0,0,N,N,N,43.22,21.40%,0.00%
CA4200885,CHALK HILL ESTATES HOA,2,Y,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,0.00%
CA4200891,BOBCAT SPRINGS MUTUAL WATER COMPANY,2,Y,0,0,N,N,N,46.82,28.40%,0.00%
CA4200918,LOS PRIETOS COMPLEX,2,Y,0,0,N,N,N,52.51,44.20%,0.00%
CA4200924,EL RANCHO TAJIGUAS,2,Y,0,0,N,N,N,67.29,82.20%,0.00%
CA4200969,AAA KINDNESS CARE HOME,1,Y,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,0.00%
CA4210001,CARPINTERIA VALLEY WATER DISTRICT,6,N,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,0.00%
CA4210002,LOS ALAMOS COMMUNITY SERVICES DISTRICT,4,Y,0,0,N,N,N,42.30,19.60%,0.00%
CA4210003,GUADALUPE WATER DEPARTMENT,3,N,0,0,N,N,N,33.93,7.10%,0.00%
CA4210004,GOLETA WATER DISTRICT,13,Excluded from the Assessment,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,0.00%
CA4210005,SAN VICENTE WATER COMPANY,2,Y,0,0,N,N,N,55.90,54.00%,0.00%
CA4210006,LOMPOC-CITY WATER UTILITY DIV,11,Excluded from the Assessment,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,0.00%
CA4210007,MONTECITO WATER DIST,13,Excluded from the Assessment,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,0.00%
CA4210009,CUYAMA COMMUNITY SERVICES DISTRICT,1,Y,0,0,N,N,N,69.96,87.80%,66.67%
CA4210010,CITY OF SANTA BARBARA WATER DEPARTMENT,15,Excluded from the Assessment,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,0.00%
CA4210013,SOLVANG WATER DIVISION,7,N,0,0,N,N,N,44.50,23.70%,0.00%
